dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,quality,reference,start-date,typology,description,document-types,document-url,documentation-url,local-plan,notes,organisation
local-plan-document,,3800126,2024-10-02,,,Revised additional modifications,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-9,,document,,,https://www.staffsmoorlands.gov.uk/media/6162/Revised-additional-modifications/pdf/Revised_additional_modifications.pdf?m=1601645142887,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800127,2024-10-02,,,Core Strategy and Policies for Management of Development (as amended) Adopted January 2015,600001,,local-plan-document,authoritative,thurrock-council-local-plan-2015-2,,document,,core-strategy,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core_strategy_adopted_2011_amended_2015.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,thurrock-council-local-plan-2015,,
local-plan-document,,3800128,2024-10-02,,,"Core Strategy NPPF focused review, adopted January 2015 - adoption statement",600001,,local-plan-document,authoritative,thurrock-council-local-plan-2015-3,,document,,adoption-statement,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core_strategy_focused_review_nppf_adopted_20150128_statement.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,thurrock-council-local-plan-2015,,
local-plan-document,,3800129,2024-10-02,,,"Core Strategy NPPF focused review proposed submission draft, sustainability appraisal addendum",600001,,local-plan-document,authoritative,thurrock-council-local-plan-2015-4,,document,,sustainability-apprasial,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core_strategy_focused_review_nppf_adopted_20150128_sa_add.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,thurrock-council-local-plan-2015,,
local-plan-document,,3800130,2024-10-02,,,Core strategy adopted map - west,600001,,local-plan-document,authoritative,thurrock-council-local-plan-2015-5,,document,,policies-map,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-1west-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,thurrock-council-local-plan-2015,,
local-plan-document,,3800131,2024-10-02,,,"Core strategy adopted map - east, part 1",600001,,local-plan-document,authoritative,thurrock-council-local-plan-2015-6,,document,,policies-map,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-2east1-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,thurrock-council-local-plan-2015,,
local-plan-document,,3800132,2024-10-02,,,"Core strategy adopted map - east, part 2",600001,,local-plan-document,authoritative,thurrock-council-local-plan-2015-7,,document,,policies-map,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-3east2-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,thurrock-council-local-plan-2015,,
local-plan-document,,3800133,2024-10-02,,,Core strategy adopted map - key,600001,,local-plan-document,authoritative,thurrock-council-local-plan-2015-8,,document,,policies-map,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-4key-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,thurrock-council-local-plan-2015,,
local-plan-document,,3800134,2024-11-25,,,Adopted Dacorum Core Strategy 2006 - 2031,600001,,local-plan-document,authoritative,adopted-dacorum-core-strategy-2006-2031,,document,,core-strategy,https://www.dacorum.gov.uk/docs/default-source/strategic-planning/adopted-core-strategy-2013.pdf?sfvrsn=2,,core-strategy-2006-2031,,
local-plan-document,,3800135,2024-11-25,,,Adopted Derbyshire Dales Local Plan 2013 - 2033,600001,,local-plan-document,authoritative,adopted-derbyshire-dales-local-plan-2013-2033,,document,,local-plan,https://www.derbyshiredales.gov.uk/documents/dddc-adopted-local-plan-2017-2/download,,derbyshire-dales-local-plan,,
local-plan-document,,3800136,2025-02-03,,,Adoption statement,600001,,local-plan-document,authoritative,adoption-statement,,document,Adoption Statement giving notice that the Derby City Local Plan - Part 1 Core Strategy was formally adopted by Derby City Council on 25 January 2017.,adoption-statement,https://www.elmbridge.gov.uk/sites/default/files/2023-03/Core%20Strategy%20-%20Adoption%20Statement.pdf,https://www.elmbridge.gov.uk/planning/planning-policy-and-guidance/core-strategy,elmbridge-borough-council-local-plan-2011,,
local-plan-document,,3800137,2024-11-25,,,Adoption Statement,600001,,local-plan-document,authoritative,adoption-statement-barnsley-metropolitan-borough-council-local-plan-2019,,document,,adoption-statement,https://www.barnsley.gov.uk/media/17019/adoption-statement-jan-19.pdf,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/our-local-plan/barnsleys-local-plan/,barnsley-metropolitan-borough-council-local-plan-2019,,
local-plan-document,,3800138,2024-11-25,,,"Adoption Statement: Local Plan update 2023 (PDF, 0.1MB)",600001,,local-plan-document,authoritative,adoption-statement-local-plan-update-2023-pdf-0-1mb,,document,,adoption-statement,https://www.eastcambs.gov.uk/sites/default/files/Adoption%20statement%20Local%20Plan%202023%20Update%20-%20final.pdf,,east-cambridgeshire-local-plan-single-issue-review,,
local-plan-document,,3800139,2024-10-02,,,Adur Local Plan 2017 (adopted) - Complete document,600001,,local-plan-document,authoritative,adur-district-council-local-plan-2017-1,,document,,local-plan,"https://www.adur-worthing.gov.uk/media/Media,159572,smxx.pdf",https://www.adur-worthing.gov.uk/adur-local-plan/,adur-district-council-local-plan-2017,,
local-plan-document,,3800140,2024-10-02,,,Adur Local Plan 2017 - Adoption Statement,600001,,local-plan-document,authoritative,adur-district-council-local-plan-2017-10,,document,,adoption-statement;local-plan,"https://www.adur-worthing.gov.uk/media/Media,147019,smxx.pdf",https://www.adur-worthing.gov.uk/adur-local-plan/,adur-district-council-local-plan-2017,,
local-plan-document,,3800141,2024-10-02,,,Local Plan Policies Map,600001,,local-plan-document,authoritative,ashford-borough-council-local-plan-2019-11,,document,,policies-map,https://www.ashford.gov.uk/planning-and-development/planning-policy/adopted-development-plan-documents/adopted-local-plan-to-2030/local-plan-policies-map/,https://www.ashford.gov.uk/planning-and-development/planning-policy/adopted-development-plan-documents/adopted-local-plan-to-2030/,ashford-borough-council-local-plan-2019,,
local-plan-document,,3800142,2024-10-02,,,Inspectors report,600001,,local-plan-document,authoritative,babergh-district-council-local-plan-2023-1,,document,,inspectors-report,https://www.babergh.gov.uk/documents/d/asset-library-54706/k01-bmsdc-jlp-final-report-and-schedule,https://www.babergh.gov.uk/joint-local-plan?p_l_back_url=%2Fsearch%3Fq%3DLocal%2BPlans,babergh-district-council-local-plan-2023,,
local-plan-document,,3800143,2024-10-02,,,Joint Local Plan - Part 1,600001,,local-plan-document,authoritative,babergh-district-council-local-plan-2023-2,,document,,local-plan,https://www.babergh.gov.uk/documents/d/asset-library-54706/babergh-and-mid-suffolk-joint-local-plan-part-1-nov-2023,https://www.babergh.gov.uk/joint-local-plan?p_l_back_url=%2Fsearch%3Fq%3DLocal%2BPlans,babergh-district-council-local-plan-2023,,
local-plan-document,,3800144,2024-10-02,,,Adoption Statement,600001,,local-plan-document,authoritative,babergh-district-council-local-plan-2023-3,,document,,adoption-statement,https://www.babergh.gov.uk/documents/d/asset-library-54706/mid-suffolk-district-council-jlp-part-1-adoption-statement,https://www.babergh.gov.uk/joint-local-plan?p_l_back_url=%2Fsearch%3Fq%3DLocal%2BPlans,babergh-district-council-local-plan-2023,,
local-plan-document,,3800145,2024-10-02,,,Supplementary Policy Map Insets,600001,,local-plan-document,authoritative,babergh-district-council-local-plan-2023-5,,document,,policies-map,https://www.midsuffolk.gov.uk/documents/d/asset-library-54706/jlp-settlement-maps-master-doc-part-1-sep-24,https://www.babergh.gov.uk/joint-local-plan?p_l_back_url=%2Fsearch%3Fq%3DLocal%2BPlans,babergh-district-council-local-plan-2023,,
local-plan-document,,3800146,2024-10-02,,,Local Development Scheme,600001,,local-plan-document,authoritative,babergh-district-council-local-plan-2023-6,,document,,local-development-scheme,https://www.babergh.gov.uk/documents/d/asset-library-54706/babergh-and-mid-suffolk-joint-local-development-scheme-2023-2026,https://www.babergh.gov.uk/joint-local-plan?p_l_back_url=%2Fsearch%3Fq%3DLocal%2BPlans,babergh-district-council-local-plan-2023,,
local-plan-document,,3800147,2024-11-25,,,Barnsley Local Plan 2019,600001,,local-plan-document,authoritative,barnsley-local-plan-2019,,document,,local-plan,https://www.barnsley.gov.uk/media/17249/local-plan-adopted.pdf,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/our-local-plan/barnsleys-local-plan/,barnsley-metropolitan-borough-council-local-plan-2019,,
local-plan-document,,3800148,2024-10-02,,,Basildon District Local Plan Saved Policies,600001,,local-plan-document,authoritative,basildon-borough-council-local-plan-2011-1,,document,,local-plan,https://www.basildon.gov.uk/media/598/Basildon-District-Local-Plan-Saved-Policies-September-2007/pdf/Basildon_District_Local_Plan_Saved_Policies_-_September_2007.pdf?m=1540381932580,https://www.basildon.gov.uk/adoptedplan,basildon-borough-council-local-plan-2011,,
local-plan-document,,3800149,2024-10-02,,,Adopted Local Plan (2011 to 2029),600001,,local-plan-document,authoritative,basingstoke-and-deane-borough-council-local-plan-2011-1,,document,,local-plan,https://www.basingstoke.gov.uk/content/doclib/1592.pdf,https://www.basingstoke.gov.uk/planningpolicy,basingstoke-and-deane-borough-council-local-plan-2011,,
local-plan-document,,3800150,2024-10-02,,,Adoption Statement,600001,,local-plan-document,authoritative,basingstoke-and-deane-borough-council-local-plan-2011-4,,document,,adoption-statement,https://www.basingstoke.gov.uk/content/page/44903/Local%20Plan%20Adoption%20Statement.pdf,https://www.basingstoke.gov.uk/planningpolicy,basingstoke-and-deane-borough-council-local-plan-2011,,
local-plan-document,,3800151,2024-10-02,,,SEA Adoption Statement,600001,,local-plan-document,authoritative,basingstoke-and-deane-borough-council-local-plan-2011-5,,document,,adoption-statement;sustainability-appraisal,https://www.basingstoke.gov.uk/content/page/44905/SEA%20Adoption%20Statement.pdf,https://www.basingstoke.gov.uk/planningpolicy,basingstoke-and-deane-borough-council-local-plan-2011,,
local-plan-document,,3800152,2024-10-02,,,Bassetlaw Local Plan,600001,,local-plan-document,authoritative,bassetlaw-district-council-local-plan-2020-1,,document,,local-plan,https://www.bassetlaw.gov.uk/media/gn1kjm1b/adopted-bassetlaw-local-plan-2020-2038.pdf,https://www.bassetlaw.gov.uk/planning-and-building/bassetlaw-local-plan-2020-2038/bassetlaw-local-plan-2020-2038/,bassetlaw-district-council-local-plan-2020,,
local-plan-document,,3800153,2024-10-02,,,Sustainability Appraisal Adoption Statement,600001,,local-plan-document,authoritative,bassetlaw-district-council-local-plan-2020-2,,document,,adoption-statement;sustainability-appraisal,https://www.bassetlaw.gov.uk/media/bbupnmig/appendix-4-bassetlaw-sa-adoption-statement.pdf,https://www.bassetlaw.gov.uk/planning-and-building/bassetlaw-local-plan-2020-2038/bassetlaw-local-plan-2020-2038/,bassetlaw-district-council-local-plan-2020,,
local-plan-document,,3800154,2024-10-02,,,Local Plan 2030,600001,,local-plan-document,authoritative,bedford-borough-council-local-plan-2018-1,,document,,local-plan,,https://www.bedford.gov.uk/planning-and-building-control/planning-policy/local-plan-2030/local-plan-2030-overview,bedford-borough-council-local-plan-2018,,
local-plan-document,,3800155,2024-10-02,,,Policies map,600001,,local-plan-document,authoritative,bedford-borough-council-local-plan-2018-2,,document,,policies-map,https://www.bedford.gov.uk/planning-and-building/planning-policy-its-purpose/development-plan-documents/policies-map/,https://www.bedford.gov.uk/planning-and-building-control/planning-policy/local-plan-2030/local-plan-2030-overview,bedford-borough-council-local-plan-2018,,
local-plan-document,,3800156,2024-10-02,,,Inspectors Report,600001,,local-plan-document,authoritative,bedford-borough-council-local-plan-2018-21,,document,,inspectors-report,,https://www.bedford.gov.uk/planning-and-building-control/planning-policy/local-plan-2030/local-plan-2030-overview,bedford-borough-council-local-plan-2018,,
local-plan-document,,3800157,2024-10-02,,,Sustainability Appraisal,600001,,local-plan-document,authoritative,bedford-borough-council-local-plan-2018-29,,document,,sustainability-appraisal,https://edrms.bedford.gov.uk/OpenDocument.aspx?id=w%2f1uW7yleu4KmJhsKmHidQ%3d%3d&name=25a%20-%20Sustainability%20Appraisal%20Report%20September%202018.pdf,https://www.bedford.gov.uk/planning-and-building-control/planning-policy/local-plan-2030/local-plan-2030-overview,bedford-borough-council-local-plan-2018,,
local-plan-document,,3800158,2024-10-02,,,Adoption statement,600001,,local-plan-document,authoritative,bedford-borough-council-local-plan-2018-4,,document,,adoption-statement,https://edrms.bedford.gov.uk/OpenDocument.aspx?id=OzzaOHXt2Z0vLLb9jmvZ8A%3d%3d&name=Local%20Plan%20Adoption%20Statement.pdf,https://www.bedford.gov.uk/planning-and-building-control/planning-policy/local-plan-2030/local-plan-2030-overview,bedford-borough-council-local-plan-2018,,
local-plan-document,,3800159,2024-11-25,,,Birmingham Plan 2031,600001,,local-plan-document,authoritative,birmingham-plan-2031,,document,,local-plan,https://www.birmingham.gov.uk/downloads/file/5433/adopted_birmingham_development_plan_2031,https://www.birmingham.gov.uk/downloads/download/1139/adopted_birmingham_development_plan,the-birmingham-plan-bdp-update,,
local-plan-document,,3800160,2024-10-02,,,Calderdale Local Plan 2018/19 to 2032/33 Written Statement,600001,,local-plan-document,authoritative,calderdale-metropolitan-borough-council-local-plan-2018-1,,document,,local-plan,https://new.calderdale.gov.uk/sites/default/files/2023-12/Local-Plan-Written-Statement.pdf,https://new.calderdale.gov.uk/planning-and-building-control/planning-policy/local-plan,calderdale-metropolitan-borough-council-local-plan-2018,,
local-plan-document,,3800161,2024-10-02,,,Appendix 1 - Site Allocations,600001,,local-plan-document,authoritative,calderdale-metropolitan-borough-council-local-plan-2018-2,,document,,local-plan,https://calderdale.gov.uk/docs/local-plan/Local-Plan-Appendix-1.pdf,https://new.calderdale.gov.uk/planning-and-building-control/planning-policy/local-plan,calderdale-metropolitan-borough-council-local-plan-2018,,
local-plan-document,,3800162,2024-10-02,,,Cambridge Local Plan,600001,,local-plan-document,authoritative,cambridge-city-council-local-plan-2018-1,,document,Adopted local plan for Cambridge city,local-plan,https://www.cambridge.gov.uk/media/6890/local-plan-2018.pdf,https://www.cambridge.gov.uk/local-plan-2018,cambridge-city-council-local-plan-2018,,
local-plan-document,,3800163,2024-10-02,,,Adopted Policies Map (October 2018),600001,,local-plan-document,authoritative,cambridge-city-council-local-plan-2018-10,,document,,policies-map,https://www.cambridge.gov.uk/media/6892/development-plan-adopted-policies-map.pdf,https://www.cambridge.gov.uk/local-plan-2018,cambridge-city-council-local-plan-2018,,
local-plan-document,,3800164,2024-10-02,,,Inspectors Report and Schedule of Main Modifications,600001,,local-plan-document,authoritative,cambridge-city-council-local-plan-2018-11,,document,,inspectors-report,https://www.cambridge.gov.uk/media/6789/local-plan-2018-inspectors-examination-report.pdf,https://www.cambridge.gov.uk/local-plan-2018,cambridge-city-council-local-plan-2018,,
local-plan-document,,3800165,2024-10-02,,,Adoption statement,600001,,local-plan-document,authoritative,cambridge-city-council-local-plan-2018-3,,document,,adoption-statement,https://www.cambridge.gov.uk/media/6791/local-plan-2018-adoption-statement.pdf,https://www.cambridge.gov.uk/local-plan-2018,cambridge-city-council-local-plan-2018,,
local-plan-document,,3800166,2024-10-02,,,Inspectors report,600001,,local-plan-document,authoritative,cannock-chase-district-council-local-plan-2006-10,,document,,inspectors-report,https://www.cannockchasedc.gov.uk/sites/default/files/site-old/cannock_chase_lp_final_report.pdf,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/cannock-chase-local-plan,cannock-chase-district-council-local-plan-2006,,
local-plan-document,,3800167,2024-10-02,,,Cannock Chase Local Plan - Local Plan (Part 1) 2014,600001,,local-plan-document,authoritative,cannock-chase-district-council-local-plan-2006-3,,document,Adopted local plan for Cannock Chase,local-plan,https://www.cannockchasedc.gov.uk/sites/default/files/site-old/local_plan_part_1_09.04.14_low_res.pdf,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/cannock-chase-local-plan,cannock-chase-district-council-local-plan-2006,,
local-plan-document,,3800168,2024-10-02,,,Adoption Statement,600001,,local-plan-document,authoritative,cannock-chase-district-council-local-plan-2006-4,,document,,adoption-statement,https://www.cannockchasedc.gov.uk/sites/default/files/site-old/local_plan_p1_adoption_statement_09.04.14.doc,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/cannock-chase-local-plan,cannock-chase-district-council-local-plan-2006,,
local-plan-document,,3800169,2024-11-25,,,Cannock Chase District Local Plan Pre-Submission (Regulation 19),600001,,local-plan-document,authoritative,cannock-chase-district-local-plan-pre-submission-regulation-19,,document,,local-plan,https://www.cannockchasedc.gov.uk/sites/default/files/document-library/Cannock%20Chase%20Local%20Plan%20Pre%20Submission%20Reg%2019.pdf,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/cannock-chase-local-plan,cannock-chase-district-local-plan,,
local-plan-document,,3800170,2024-11-25,,,Canterbury District Local Plan,600001,,local-plan-document,authoritative,canterbury-district-local-plan,,document,Adopted local plan for Canterbury,local-plan,https://www.canterbury.gov.uk/sites/default/files/2022-10/Adopted%20Local%20Plan.pdf,https://www.canterbury.gov.uk/planning-and-building/planning-policies/adopted-local-plan,canterbury-district-local-plan,,
local-plan-document,,3800171,2024-10-02,,,Saved policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-1,,document,List of saved policies which remain in force after 28th September 2007,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1267.pdf&ver=1498,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800172,2024-10-02,,,Recreation Policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-10,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1262.pdf&ver=1493,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800173,2024-10-02,,,Community Facilities,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-11,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1257.pdf&ver=1488,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800174,2024-10-02,,,Appendices,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-12,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1256.pdf&ver=1487,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800175,2024-10-02,,,Proposals Map and Key,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-14,,document,,policies-map,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1269.pdf&ver=1500,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800176,2024-10-02,,,Proposals Map Town Centre Inserts,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-15,,document,,policies-map,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1268.pdf&ver=1499,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800177,2024-10-02,,,Introduction to the Plan,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-3,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1261.pdf&ver=1492,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800178,2024-10-02,,,Green Belt Policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-4,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1264.pdf&ver=1495,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800179,2024-10-02,,,Environment and Conservation Policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-5,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1259.pdf&ver=1490,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800180,2024-10-02,,,Housing and Population Policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-6,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1260.pdf&ver=1491,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800181,2024-10-02,,,Economic Development Policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-7,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1258.pdf&ver=1489,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800182,2024-10-02,,,Shopping Policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-8,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1265.pdf&ver=1496,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800183,2024-10-02,,,Transport Policies,600001,,local-plan-document,authoritative,castle-point-borough-council-local-plan-1998-9,,document,,local-plan,https://www.castlepoint.gov.uk/download.cfm?doc=docm93jijm4n1266.pdf&ver=1497,https://www.castlepoint.gov.uk/adopted-local-plan/,castle-point-borough-council-local-plan-1998,,
local-plan-document,,3800184,2024-11-25,,,Central Bedfordshire Council Local Development Scheme,600001,,local-plan-document,authoritative,central-bedfordshire-council-local-development-scheme,,document,,local-development-scheme,https://centralbedfordshirecouncil.sharepoint.com/sites/Communications/Website%20and%20intranet/Forms/AllItems.aspx?id=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FPlanning%20Policy%2FLocal%20development%20scheme%2FFinal%20Local%20Development%20Scheme%20LDS%20November%202023%2Epdf&parent=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FPlanning%20Policy%2FLocal%20development%20scheme&p=true&ga=1,https://www.centralbedfordshire.gov.uk/info/45/planning_policy/1168/local_development_scheme_lds,central-bedfordshire-local-plan-2035,,
local-plan-document,,3800185,2024-11-25,,,Central Bedfordshire Local Plan: 2015-2035,600001,,local-plan-document,authoritative,central-bedfordshire-local-plan-2015-2035,,document,,local-plan,https://centralbedfordshirecouncil.sharepoint.com/sites/Communications/Website%20and%20intranet/Forms/AllItems.aspx?id=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FLocal%20Plan%2FLocal%20Plan%20Documents%2F15%5F%20Adoption%20documents%2F2%5F%20Central%20Bedfordshire%20Local%20Plan%202015%20%E2%80%93%202035%2FCentral%20Bedfordshire%20Local%20Plan%202015%20%E2%80%93%202035%2Epdf&parent=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FLocal%20Plan%2FLocal%20Plan%20Documents%2F15%5F%20Adoption%20documents%2F2%5F%20Central%20Bedfordshire%20Local%20Plan%202015%20%E2%80%93%202035&p=true&ga=1,https://www.centralbedfordshire.gov.uk/info/153/central_bedfordshire_local_plan_2015_to_2035/1034/adopted_local_plan,central-bedfordshire-council-local-plan-2015,,
local-plan-document,,3800186,2024-11-25,,,Core Strategy and Development Plan 2015 - 2033,600001,,local-plan-document,authoritative,core-strategy-and-development-plan-2015-2033,,document,,core-strategy,https://www.sunderland.gov.uk/media/22171/Core-Strategy-and-Development-Plan-2015-2033/pdf/CSDP_2015-2033.pdf?m=1580375786447,https://www.sunderland.gov.uk/CSDP,sunderland-city-council-local-plan-2024,,
local-plan-document,,3800187,2024-11-25,,,Dacorum Core Strategy Adoption Statement,600001,,local-plan-document,authoritative,dacorum-core-strategy-adoption-statement,,document,Statement giving notice that Dacorum Borough Council formally adopted its Core Strategy on 25 September 2013.,adoption-statement,https://www.dacorum.gov.uk/docs/default-source/strategic-planning/adoption-notice-(pdf).pdf?sfvrsn=74e4f39f_0,,core-strategy-2006-2031,,
local-plan-document,,3800188,2024-10-02,,,The Dartford Plan to 2037,600001,,local-plan-document,authoritative,dartford-borough-council-local-plan-2024-1,,document,,local-plan,https://www.dartford.gov.uk/downloads/file/2248/the-dartford-plan,https://www.dartford.gov.uk/policy-1/dartford-plan-2024/1,dartford-borough-council-local-plan-2024,,
local-plan-document,,3800189,2024-10-02,,,Adoption Statement,600001,,local-plan-document,authoritative,dartford-borough-council-local-plan-2024-2,,document,Statement giving notice that the Dartford Local Plan to 2037 was adopted by the Dartford Borough Council on the 22 April 2024.,adoption-statement,https://www.dartford.gov.uk/downloads/file/2274/adoption-statement,https://www.dartford.gov.uk/policy-1/dartford-plan-2024/1,dartford-borough-council-local-plan-2024,,
local-plan-document,,3800190,2024-11-25,,,Dartmoor Local Plan 2018 - 2036,600001,,local-plan-document,authoritative,dartmoor-local-plan-2018-2036,,document,Adopted local plan for the Dartmoor National Park Authority,local-plan,https://www.dartmoor.gov.uk/__data/assets/pdf_file/0015/410127/LP_Adopted.pdf,,local-plan-review-2018-2036,,
local-plan-document,,3800191,2024-11-25,,,Dartmoor Local Plan 2018 - 2036 Adoption Statement,600001,,local-plan-document,authoritative,dartmoor-local-plan-2018-2036-adoption-statement,,document,Statement giving notice that the Dartmoor Local Plan was formally adopted by the Dartmoor National Park Authority on 3 December 2021.,adoption-statement,https://www.dartmoor.gov.uk/__data/assets/pdf_file/0025/408247/2021-12-02_LOCAL_PLAN_Notice_of_Adoption.pdf,,local-plan-review-2018-2036,,
local-plan-document,,3800192,2024-11-25,,,Derby City Local Plan - Part 1 Core Strategy,600001,,local-plan-document,authoritative,derby-city-local-plan-part-1-core-strategy,,document,The Core Strategy sets the overall strategic direction for planning the administrative area of Derby City over the period 2011 to 2028.,core-strategy,https://www.derby.gov.uk/media/derbycitycouncil/contentassets/documents/environmentandplanning/planning/localplan/evidencebase/Core-Strategy_ADOPTED_DEC-2016_V3_WEB.pdf,,derby-city-local-plan-part-1-core-strategy,,
local-plan-document,,3800193,2024-11-25,,,Derbyshire Dales Local Plan Adoption Statement,600001,,local-plan-document,authoritative,derbyshire-dales-local-plan-adoption-statement,,document,Statement giving notice that the Derbyshire Dales Local Plan was formally adopted by Derbyshire Dales District Council on 7th December 2017.,adoption-statement,https://www.derbyshiredales.gov.uk/documents/adoption-statement-final-dec-2017-2/download,,derbyshire-dales-local-plan,,
local-plan-document,,3800194,2024-11-04,,,Development Management DPD,600001,,local-plan-document,authoritative,development-management-dpd,,document,,local-plan,https://www.ealing.gov.uk/download/downloads/id/19450/development_management_dpd.pdf,https://www.ealing.gov.uk/info/201162/planning_policy/3124/development_plan,development-strategy-2026,,
local-plan-document,,3800195,2024-11-04,,,Development (or Core Strategy) DPD,600001,,local-plan-document,authoritative,development-or-core-strategy-dpd,,document,,core-strategy;local-plan,https://www.ealing.gov.uk/download/downloads/id/19446/development_strategy_2026_-_development_plan_document.pdf,https://www.ealing.gov.uk/info/201162/planning_policy/3124/development_plan,development-strategy-2026,,
local-plan-document,,3800196,2024-11-04,,,Development Sites DPD,600001,,local-plan-document,authoritative,development-sites-dpd,,document,,local-plan;site-allocations,https://www.ealing.gov.uk/download/downloads/id/19449/development_sites.pdf,https://www.ealing.gov.uk/info/201162/planning_policy/3124/development_plan,development-strategy-2026,,
